Keywords,Categories
plant diversity,Thing
plant family name,Thing
plant height,Thing
plant leaf,Thing
plant performance,Thing
plant specy,Thing
plantation,Thing
planted,Thing
planted_specy,Thing
planting,Thing
plot,Thing
plot diversity,Thing
plot name,Thing
plot richnes,Thing
pollinator,Thing
position,Thing
potassium,Thing
precipitation,Thing
predator,Thing
presence,Thing
pressure,Thing
publication,Thing
quality,Thing
radiu,Thing
rain,Thing
rainfall,Thing
ratio,Thing
rdna,Thing
reasearch plot,Thing
reproduction,Thing
reproduction of an organism,Thing
research plot,Thing
reserve,Thing
richnes,Thing
rock,Thing
rock fragment,Thing
rockmaterial,Thing
root,Thing
root intensity,Thing
s content,Thing
sample,Thing
sand,Thing
scientific plant,Thing
scientific plant species name,Thing
scientific species fullname,Thing
scientific specy,Thing
season,Thing
secondary,Thing
secondary forest,Thing
sediment,Thing
seedling,Thing
short,Thing
shrub,Thing
silt,Thing
site,Thing
size,Thing
size distribution,Thing
slope,Thing
snow,Thing
soil,Thing
soil base,Thing
soil colmy,Thing
soil crust,Thing
soil depth,Thing
soil ecology,Thing
soil erosion,Thing
soil horizon,Thing
soil lipid,Thing
soil microbe,Thing
soil microbial community,Thing
soil moisture,Thing
soil organic,Thing
soil organic carbon,Thing
soil organic carbon content,Thing
soil profile,Thing
soil structure,Thing
solid,Thing
species,Thing
species abundance,Thing
species coexistence,Thing
species composition,Thing
species diversity,Thing
species fullname,Thing
species interaction,Thing
species name,Thing
species richnes,Thing
speciman,Thing
speed,Thing
spring,Thing
steep slope,Thing
stem,Thing
stomatal,Thing
storm,Thing
straight,Thing
strain,Thing
strength,Thing
study,Thing
study plot,Thing
subplot,Thing
subtropic,Thing
subtropical,Thing
subtropical forest,Thing
subtropical forest ecosystem,Thing
sulphur,Thing
sulphur content,Thing
suplot,Thing
surface,Thing
system,Thing
tag,Thing
tannin,Thing
taxa,Thing
taxon,Thing
taxonomic,Thing
taxonomic diversity,Thing
taxonomy,Thing
temperate,Thing
temperature,Thing
texture,Thing
the gutianshan national nature reserve,Thing
theacea,Thing
time,Thing
tissue,Thing
topography,Thing
total organic nitrogen content,Thing
total soil organic carbon content,Thing
total sulphur content,Thing
trait,Thing
treatment,Thing
tree,Thing
tree age,Thing
tree diversity,Thing
tree growth,Thing
tree height,Thing
tree species richnes,Thing
tree specy,Thing
trophic,Thing
trophic level,Thing
trophobiosi,Thing
trophobiosis,Thing
tropical,Thing
tropical forest,Thing
tropical forest ecosystem,Thing
ured o,Thing
variability,Thing
vascular plant specy,Thing
vegetation,Thing
vegetation factor,Thing
vertical,Thing
volume,Thing
water,Thing
weather,Thing
weighed,Thing
weighing,Thing
width,Thing
wind,Thing
wood,Thing
woody,Thing
woody plant,Thing
year,Thing
young,Thing
young leaf,Thing
young tree,Thing
