,keywords,labels,X0,X1
93,experimental site,0,-0.6885263036951687,0.08335253938267737
94,extinction filter,3,-0.618349119348139,0.02496232474745017
95,family name,3,-0.637658903237895,0.09762877006532467
96,federal land,0,-0.6456328292089273,0.09809662897050062
97,female sample size,3,-0.6255731299545514,0.0862205498005656
98,fine sand,0,-0.6731585650210113,0.11271072374399521
99,fine-grained soil,3,-0.6280886148374639,0.06727442004889195
100,flower-visiting insect,3,-0.6389094304769457,0.07709619014977362
101,flowering season,0,-0.6821200922641012,0.11388490188058714
102,food plant,0,-0.6514824059510885,0.09283834115416649
103,food-web,3,-0.6239645440148762,0.07893267563329373
104,forest area,0,-0.6615157231626158,0.11017134976075914
105,forest floor,0,-0.6742485562014731,0.11217391375855859
106,forest service,2,-0.6843046399648874,0.07107900065556183
107,forested area,0,-0.6716345434603551,0.11570524308707021
108,forested site,0,-0.6730078735769327,0.09360670722487147
109,fresh water,0,-0.6886113304372883,0.08755805239202605
110,functional diversity,0,-0.6868790083043934,0.1000399166060867
111,functional group,2,-0.6540569678175309,0.06587713877270392
112,functional trait,2,-0.6708685351625264,0.06290352760649326
113,fungal community,2,-0.6535233566075312,0.05745242927918304
114,fungal community abundance,3,-0.6247791857084882,0.07810999739649664
115,fungal diversity,2,-0.6780270190169264,0.0649561565163824
116,fungal family,3,-0.6458992813227885,0.0808897588913609
117,fungi community,0,-0.6632633554638068,0.08149819377452223
118,genetic diversity,2,-0.6873068157894642,0.05030200487963987
119,geographic region,2,-0.6659412464867169,0.06326917014393611
120,global change,3,-0.6524438210422413,0.07227051904394427
121,global change phenomena,3,-0.6306603711801256,0.08056008510438169
122,global temperature,2,-0.6398310075028106,0.033511507101446986
123,grain size,0,-0.6897525301017224,0.08979819321616578
124,green space,3,-0.6399308371027983,0.10502926174380323
125,greenhouse ga,3,-0.6331313625051762,0.05300168400450766
126,ground-based plots,3,-0.6335494974580212,0.07300993815950563
127,group,1,-0.5303238156317491,0.13366381507468947
128,growing season,3,-0.63364059949826,0.09167166385429108
129,heat combustion,0,-0.6915151174957672,0.08947855989846558
130,heat production,3,-0.6203673711380626,0.05856746334969463
131,heavy metal,0,-0.6822942281723764,0.07824803060407517
132,herbivory class,2,-0.6363230132219293,0.023912782504838012
133,host,1,-0.5141100048492213,-0.02613947907103981
134,humidity condition,3,-0.6532932605807007,0.0723849572714894
135,ice storm,2,-0.6570154412022541,0.05623876312958804
136,ice-free land,3,-0.6329534968058044,0.07224745303860887
137,index of organism name,3,-0.6415818941242929,0.07529686919356228
138,individual growth,3,-0.6380567693094401,0.09994326883872176
139,inorganic nitrogen,2,-0.6834281860946192,0.032827247731037575
140,insect herbivore microbiome,1,-0.5264976836418744,0.07322295475702995
141,kinetic energy,2,-0.6500776918655516,0.06383088186237183
142,land area,0,-0.6702417060011067,0.09073936243027451
143,land cover,0,-0.6663544356606355,0.07799640988783046
144,land use,3,-0.634595216898824,0.09588812381876702
145,land-use,3,-0.634595216898824,0.09588812381876702
146,landscape scale,0,-0.6826852127875093,0.09518370657408097
147,large area,3,-0.6445626232983693,0.08508104913516662
148,leaf area,2,-0.6531510979008053,0.058929393861604305
149,leaf length,3,-0.619404140787693,0.12253674640601464
150,leaf penetration strength,3,-0.6346619267917598,0.06632848074975844
151,leaf surface,2,-0.6922226216829497,0.02379506191565045
152,leaf tensile strength,3,-0.6315718548306413,0.07986533813215453
153,leaf trait,2,-0.6682181960610623,0.05870403333750583
154,leave damage,3,-0.63335425358589,0.06489520962948024
155,lepidopteran phylogenetic diversity,3,-0.6026918190908744,0.07999593727879044
156,life span study,3,-0.6341457974935583,0.08564633893584213
157,light condition,3,-0.6436159193808499,0.05846535096825544
158,liquid fuel,2,-0.6733457229979393,0.06454338379452257
159,living leaf,3,-0.6342384058305289,0.07533790361272395
160,living resource,3,-0.6354411368947424,0.0693691177186035
161,living tissue,0,-0.6786387874986396,0.07637800919541307
162,located in,3,-0.615274987426852,0.09071282982985801
163,longevity study,2,-0.6740063285052176,0.04234398030044871
164,low density,0,-0.6506006439388922,0.0996575319133644
165,magnetic field,0,-0.6608565582164765,0.09174035103611368
166,male sample size,3,-0.6251144212520705,0.08594904868535283
167,marine benthic habitat,1,-0.5261014582064486,0.04904320985464369
168,marine environment,2,-0.6900601213067142,0.058946085066098726
169,marine protected area,3,-0.6284305287838687,0.07488736648454498
170,median life expectancy,3,-0.6285585075547266,0.06740828163773761
171,methane emission,0,-0.6821476576934344,0.07937948001680953
172,microbial activity,2,-0.6931653512915443,-0.008754397641963493
173,microbial community,2,-0.6732000891600867,0.06626848324026875
174,microbial host,3,-0.6278719687265746,0.0661083163786653
175,minced meat,2,-0.6741261525782472,0.010038569631549654
176,mixed broad-leaved forest,3,-0.6328417373472941,0.08056876411984328
177,molecular diversity,0,-0.6853675379052873,0.10911624445146063
178,mortality rate,3,-0.6327165565711597,0.09739795008344711
179,multi-trait,3,-0.6089014747474003,0.05902559524029965
180,n,1,-0.5459159671956251,0.08765337945597206
181,national biocapacity,3,-0.6128910523079137,0.09558051512238203
182,national forest,3,-0.6392991289243491,0.06521651420033604
183,national forest reserve,3,-0.6277896040375519,0.0741593807828006
184,national nature reserve,3,-0.6342341336520957,0.07591988967093101
185,national park,3,-0.6315321214248352,0.08174030919132046
186,natural forest,0,-0.6861106895646703,0.09742255751174259
187,natural ga,2,-0.6533237473045093,0.06137504668112676
188,natural system,0,-0.6648192867413215,0.0964931217267043
189,nature conservation,2,-0.6568782359028297,0.016224659098238017
190,nature reserve,2,-0.6644081253987489,0.009860997990456855
191,nitrification rate,2,-0.6796807867215486,0.054577770687416115
192,nitrogen content,0,-0.6884617813649342,0.1114159211350445
193,nitrous oxide emissions,3,-0.6085722623079196,0.10536231041085717
194,non-exotic,0,-0.6869912904224897,0.12264856541144303
195,non-trophic,2,-0.6838133013043696,0.057510520788584665
196,north american zoo,3,-0.6321340670854884,0.08412441007138415
197,nutrient cycling,3,-0.5970480259960314,0.07716479695154589
198,o2 production,3,-0.606050121985454,0.1187292343432158
199,observed.div,2,-0.6551104976731826,0.026372399547785853
200,ocean warming,3,-0.6368848239831412,0.07540016073868894
201,open water,3,-0.6365557810527247,0.0668771423779559
202,organic carbon content,3,-0.6211709620472925,0.07871518787517366
203,organic compound,2,-0.6936907887215876,0.06901529139840593
204,organic nitrogen content,3,-0.6159350004342523,0.0732615608891041
205,organic soil,0,-0.6862782302920593,0.09240748037702236
206,organic soil layer,3,-0.6019860944367869,0.08341271587315427
207,organism count,0,-0.6939803054773783,0.08347015535846654
208,organization,1,-0.5081486905843139,0.04102585389798462
209,ornamental exotic plant,3,-0.6120617627624539,0.06961812240251586
210,ph value,3,-0.6262518999746363,0.08185793146689917
211,ph-value,3,-0.6262518999746363,0.08185793146689917
212,photosynthetic o2 production,3,-0.6272829157024264,0.06810949240673458
213,phylogenetic independence,0,-0.661308854084605,0.12055165296540395
214,physiological similarity,0,-0.6881276845006834,0.12289096554162555
215,plant collection,0,-0.6566174072005864,0.07501256698294946
216,plant collection record,3,-0.6355501494500371,0.08280780704636166
217,plant community,0,-0.6636194648653174,0.09411221564721452
218,plant diversity,0,-0.6627868301577898,0.13464386979901857
219,plant family name,3,-0.6334374568653197,0.07243898615681289
220,plant height,0,-0.657592217263647,0.11375974319569705
221,plant nitrogen concentration,3,-0.6010060559541769,0.07415474210573308
222,plant performance,3,-0.5631110033576506,0.11600155399231867
223,plant productivity,2,-0.6665772549031068,0.061925872046892275
224,plant quality,3,-0.5972056232602976,0.11036203436885438
225,plot diversity,3,-0.646982812471453,0.08325423686745168
226,plot name,3,-0.6187348883924146,0.0989259595155425
227,plot richness,0,-0.6709664707129575,0.08061635470659083
228,policy measure,0,-0.6376580896800491,0.11870971711192403
229,position,1,-0.5241413814794204,0.06893963431349978
230,pressure,1,-0.4833288531382219,-0.02345394752733827
231,prominent,3,-0.618884181568819,0.08939123929527847
232,protected area,0,-0.651775513155093,0.09508310161101352
233,quality control,0,-0.6576796381704114,0.10236992392615174
234,rain gauge,3,-0.6180053096197432,0.07688447389724547
235,rainfall intensity,0,-0.6561875659098045,0.08286345405351392
236,rainy season,0,-0.6388382887687861,0.11955553006855064
237,reasearch plot,0,-0.6811466539020856,0.099790940688081
238,reproduction of an organism,3,-0.6310182282154805,0.07734809418042102
239,research plot,0,-0.662005586444853,0.12880521846398416
240,rock fragment,2,-0.692323976447113,0.03818400526270569
241,root intensity,0,-0.6475914705801604,0.12807632240723096
242,royal jelly,0,-0.6589481765579093,0.07951396865522779
243,s content,3,-0.595138604652551,0.11496028954376415
244,sample size,2,-0.6937980440290774,0.07006385913089862
245,sampling period,3,-0.6392656814077001,0.08508519775967406
246,sand content,0,-0.672143028908523,0.12769852086348513
247,scientific plant,2,-0.6926217987120772,0.04973384801648315
248,scientific plant species name,3,-0.6361197102996641,0.08151052477406821
249,scientific species fullname,2,-0.6764618805690735,0.04800861284993706
250,sea ice,2,-0.6646411302205728,0.04136309919795552
251,sea ice cover,3,-0.630037132706292,0.07245157779377279
252,secondary forest,3,-0.6401186344141823,0.10296517070579134
253,size distribution,0,-0.6743305879836797,0.09308989587039598
254,soil carbon content,3,-0.6260715798406429,0.0780018661202402
255,soil depth,0,-0.6800242267212232,0.13083327424599295
256,soil ecology,2,-0.6858935697781128,0.022407203599211216
257,soil faunal biomass,3,-0.5773964377484506,0.06359995123559399
258,soil horizon,0,-0.6880630580353655,0.09361597842483754
259,soil microbial community,3,-0.6302202649636591,0.07521951976641639
260,soil organic,0,-0.6862782302920593,0.09240748037702236
261,soil organic carbon,3,-0.6131489654618489,0.06610353362308424
262,soil organic carbon content,3,-0.6377508236623164,0.07960731890995662
263,soil profile,3,-0.6245045426938995,0.08429755410459883
264,soil property,3,-0.6201690485051605,0.10190265317127938
265,solid,1,-0.5025819970581141,0.1180102208190537
266,solid fuel,0,-0.6542383928941704,0.11683305849441357
267,spatial distribution,0,-0.6870095204453661,0.15676833164069642
268,species common name,3,-0.637410017230743,0.0779097238389715
269,species conservation,2,-0.6913892547575831,0.07284178511677701
270,species endangerment,0,-0.6847437555358005,0.11488690982485585
271,species-rich,2,-0.6710188872963265,0.03930245656104367
272,steep slope,0,-0.6523860978527724,0.09910630024463857
273,straight,2,-0.6190368908216831,-0.12495761071241232
274,sub-tropical,2,-0.6588997071015372,0.07308269543044661
275,sub-tropical forest,3,-0.6289420467092817,0.07913899978649824
276,subtropical forest ecosystem,1,-0.5639650264786609,0.048835404207934564
277,sugar composition analysis,3,-0.6278230357771079,0.08034255177028535
278,surface water,2,-0.680121363925264,0.05697531902320661
279,taxonomic change,3,-0.6435068503389653,0.09090876022249603
280,the gutianshan national nature reserve,3,-0.6345300325169022,0.07886700079509529
281,the mediterranean sea,3,-0.632477878352149,0.07893597562089222
282,time,1,-0.5197479259679956,-0.02027115353909233
283,total area,0,-0.6647939308460666,0.09205054768290033
284,total organic nitrogen content,3,-0.6374579865169515,0.07957732639958738
285,total soil organic carbon content,3,-0.6342235569912557,0.07919573344053746
286,total sulphur content,0,-0.659394735637765,0.12047047915977441
287,trait evolution,2,-0.6673568075081449,0.06103675112363667
288,tree age,3,-0.6409687296409283,0.09166152424680218
289,tree community,0,-0.6610405290589129,0.12334303026369353
290,tree growth,0,-0.654447289738158,0.09087464642802205
291,tree height,0,-0.6616735321969492,0.11840057781829008
292,tree quality,0,-0.6664499339694863,0.0954556349213217
293,tree species richness,3,-0.5989710716033623,0.06789166712844244
294,tropical forest ecosystem,1,-0.5577226755114263,0.04381682924078289
295,tropical place,0,-0.6586726186120401,0.11240886177746068
296,un-harvested forest,3,-0.632321421592807,0.06679590458553766
297,vascular plant species,3,-0.5941197957754102,0.07293818678752664
298,vegetated conditions,3,-0.6201417710822815,0.07594575394061652
299,volatile compound,0,-0.6695708968910802,0.1032406629494852
300,water condition,2,-0.6542028838900373,0.053535934261559906
301,water consumption,2,-0.6679115912967694,0.052926871669956285
302,water depth,2,-0.6780573817275137,0.06542512739393645
303,water quality,2,-0.6673817609641595,0.07080581464736511
304,water resource,0,-0.6560621370877451,0.08199411776685774
305,water resource region,3,-0.6271849191971641,0.07268279587886724
306,weather condition,3,-0.6257233783273793,0.09166696897160026
307,weighed,1,-0.5334788759856838,-0.002770398575009908
308,weighing,1,-0.5023809407733323,0.009019998011744083
309,woodland type,0,-0.6651340891741458,0.10876477875780899
310,young leaf,3,-0.5859258653930545,0.08176462525001695
311,young tree,3,-0.6099363580667396,0.09766568920905609
