objectid,hab_code,hab_type,mega_id,mega,ind_id,ind,sed_id,sed,mes_mac_id,mes_mac,mod_id,mod,hab_desc,shape_area
351,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",15154.9049260
352,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",6896.43627226
353,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",114526.376418
354,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,379.705049808
355,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",579.638292301
356,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",3076.84215860
357,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",573.056579024
358,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",82848.1737640
359,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,140.497484106
360,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,143.947064095
361,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,158.385591641
362,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",511.745684953
363,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",5909.47835500
364,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",10210.8256949
365,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",9573.35547316
366,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",12528.8645206
367,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",3417.75370629
368,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",4536.03510814
369,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",569.871879866
370,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",655.242569572
371,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",843.940856439
372,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",1222.11905064
373,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",4577.81252072
374,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",703013.250368
375,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",935005.822110
376,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",3063034.21749
377,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",30651.0436854
378,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",14320.8406356
379,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",38418.3609608
380,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",456779.487783
381,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",3266.87165913
382,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",9461.56065032
383,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",5588.12267844
384,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,426.810253211
385,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",18138.9022643
142,Ss(s)m/w_u,Mobile sediment mounds,S,Continental Shelf,s,soft,s,sand,m/w,mound/dynamic bedform,u,unconsolidated,Unconsolidated dynamic mound of sediment (sand),1956375.33538
137,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",47158.2638881
142,Ss(s/m)_r/u,"Soft, unconsolidated rippled sediment (fine sand/mud)",S,Continental Shelf,s,soft,s/m,fine sand/mud,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (fine sand/mud)",25170575.2622
152,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",27983.6346101
